[PiCamera @ factory.py:85][DEBUG] 2017-10-27 15:47:23,499: Logging to: logs/2017_Oct_27/PiCamera/15_47_23.log
[PiCamera @ picamera.py:49][DEBUG] 2017-10-27 15:47:23,542: PiCamera setup
[PiCamera @ picamera.py:60][INFO] 2017-10-27 15:47:23,808: PiCamera initialized: <picamera.camera.PiCamera object at 0x6ff52ac0>
[PiCamera @ picamera.py:137][INFO] 2017-10-27 15:47:23,810: Warming up camera
[PiCamera @ picamera.py:91][INFO] 2017-10-27 15:47:25,844: Recording video on 'videos/2017_Oct_27/NaborisOrchestrator/15_47_23.mp4.h264'
[PiCamera @ node.py:64][DEBUG] 2017-10-27 15:47:34,717: [log buffer start]
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,059: ISO File Writing: |===============     | (75/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,068: ISO File Writing: |===============     | (76/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,069: ISO File Writing: |===============     | (77/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,070: ISO File Writing: |===============     | (78/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,072: ISO File Writing: |===============     | (79/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,073: ISO File Writing: |================    | (80/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,074: ISO File Writing: |================    | (81/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,075: ISO File Writing: |================    | (82/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,075: ISO File Writing: |================    | (83/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,076: ISO File Writing: |================    | (84/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,076: ISO File Writing: |=================   | (85/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,077: ISO File Writing: |=================   | (86/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,078: ISO File Writing: |=================   | (87/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,079: ISO File Writing: |=================   | (88/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,079: ISO File Writing: |=================   | (89/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,080: ISO File Writing: |==================  | (90/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,081: ISO File Writing: |==================  | (91/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,081: ISO File Writing: |==================  | (92/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,082: ISO File Writing: |==================  | (93/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,082: ISO File Writing: |==================  | (94/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,084: ISO File Writing: |=================== | (95/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,085: ISO File Writing: |=================== | (96/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,086: ISO File Writing: |=================== | (97/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,086: ISO File Writing: |=================== | (98/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,087: ISO File Writing: |=================== | (99/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,088: 
[PiCamera @ picamera.py:189][DEBUG] 2017-10-27 15:47:43,090: Conversion complete! Removing temp file: 'videos/2017_Oct_27/NaborisOrchestrator/15_47_23.mp4.h264'
[PiCamera @ picamera.py:194][INFO] 2017-10-27 15:47:43,091: Wrote video to 'videos/2017_Oct_27/NaborisOrchestrator/15_47_23.mp4.h264'
